transcript_id,S1.c2,S10.c2,S11.c2,S12.c2,S2.c2,S3.c2,S4.c2,S5.c2,S6.c2,S7.c2,S8.c2,S9.c2
NM_016916,1067,1175,1038,771,964,422,910,1081,1272,841,1868,1083
NM_001162485,86,244,177,253,170,59,149,233,223,145,371,251
NM_027163,0,0,0,0,0,0,0,0,0,0,0,0
NR_045802,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290812,6,29,3,0,1,0,4,6,9,1,17,10
NM_001290811,207,256,91,179,126,167,365,291,251,45,297,266
NM_027947,150,103,0,83,3,232,138,314,2,3,2,692
NR_102309,0,0,0,0,0,0,0,0,0,0,0,0
NM_009105,2629,3197,2694,2010,2444,1169,2675,2851,3036,2308,4427,2959
NM_001003815,41,42,19,11,10,5,47,25,39,22,88,27
NM_001290819,702,788,692,471,633,0,565,0,516,451,940,705
NM_010658,1807,1544,1503,1017,1116,637,1236,792,706,363,971,1589
NM_012018,996,1238,938,1014,460,412,894,911,188,792,1778,1086
NM_026785,12,9,8,4,22,2,30,164,502,236,270,14
NM_018888,731,749,726,483,532,256,606,612,675,434,965,826
NM_001291079,0,0,0,0,0,0,0,0,0,0,0,0
NM_183180,889,1217,1046,1015,956,568,1039,691,724,549,1002,1250
NM_008402,2615,3012,2601,1967,2365,1246,2639,2630,3286,2092,3895,3085
NM_001291074,1572,1934,1649,1392,1499,637,1541,1806,2107,1326,3225,1787
NR_029538,0,0,0,0,0,0,0,0,0,0,0,0
NR_029381,0,0,0,0,0,0,0,0,0,0,0,0
NM_027017,19,21,26,14,6,14,8,24,38,20,39,31
NM_007967,0,0,0,0,0,0,0,0,0,0,0,0
NM_027014,18,73,42,23,36,13,34,101,129,85,127,38
NM_001198874,0,0,0,0,0,0,0,0,0,0,0,0
NM_001198875,0,0,0,0,0,0,0,0,0,0,0,0
NM_001198876,1272,1419,1383,937,1121,533,1618,1450,1702,923,2875,1493
NM_016973,1060,952,817,816,1182,440,719,917,934,476,1191,863
NM_001198872,0,0,0,0,1,0,0,0,0,0,0,0
NM_001198873,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011834,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109906,1669,1727,1398,1351,1070,371,1143,1205,658,1091,1874,1442
NM_026944,484,649,459,439,416,188,424,527,526,449,869,537
NM_001198878,0,0,0,0,0,0,0,0,0,0,0,0
NM_177726,0,0,0,0,0,0,0,0,0,0,0,0
NM_177725,2196,2076,1951,1688,1868,937,1842,2010,2202,1619,3585,2216
NM_026765,855,937,785,670,708,304,694,742,743,503,1167,887
NR_035406,0,0,0,0,0,0,0,0,0,0,0,0
NM_198326,22,62,57,50,71,9,53,48,33,11,24,36
NM_030560,611,696,589,436,481,239,552,560,629,133,384,673
NM_146837,0,0,0,0,0,0,0,0,0,0,0,0
NM_009897,0,0,0,0,0,0,0,0,0,0,0,0
NM_025942,706,899,715,520,598,317,688,912,1069,749,1280,767
NM_025947,1322,1883,1146,1161,1494,330,1420,1343,1732,971,2215,1752
NM_001159612,281,262,215,154,192,64,212,384,134,258,272,240
NM_001159610,162,93,271,65,0,76,72,65,64,0,93,94
NM_011106,1313,1406,1391,947,814,420,964,1575,1335,1206,2383,1486
NM_016804,638,779,587,502,559,261,610,736,851,600,1247,669
NM_178059,0,7,0,0,0,0,0,0,0,0,0,6
NM_021464,0,0,0,0,0,0,0,0,0,0,0,0
NM_133626,208,210,155,123,140,61,286,321,281,244,729,258
NR_106139,0,0,0,0,0,0,0,0,0,0,0,0
NM_030743,1255,1497,1333,1035,1219,533,1060,1678,1935,1362,3234,1451
NR_106135,2,1,3,2,2,1,2,1,1,2,2,2
NM_001276400,0,0,0,0,0,0,0,0,0,0,0,0
NM_207632,0,0,0,0,0,0,0,0,0,0,0,0
NM_198214,5,0,2,7,8,0,0,3,2,0,7,3
NM_181589,20,26,9,13,37,7,24,359,761,362,526,19
NM_173396,252,277,254,187,253,6,178,347,448,222,511,253
NM_028923,1487,1789,1527,1165,1296,618,1289,1392,1640,1065,2139,1763
NM_026124,991,1121,869,763,877,388,951,1227,1439,871,1967,1040
NM_029432,2647,2861,2394,1786,2087,1053,2449,2103,2190,1635,3437,2802
NM_029437,0,0,16,0,0,0,0,431,0,0,291,543
NM_133240,211,234,218,178,176,89,174,216,255,144,325,243
NM_001037326,2,21,3,15,17,11,10,11,12,20,36,9
NR_015544,0,0,0,0,0,0,0,0,0,0,0,0
NM_026161,43,36,24,19,39,10,29,18,11,14,25,34
NM_026162,43435,42145,39284,26136,31820,16480,32215,23750,21641,19045,34682,43969
NR_105847,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199902,0,0,0,0,0,0,95,0,0,0,0,0
NM_175427,3,0,0,0,3,0,2,6,28,3,16,0
NR_040608,0,0,0,0,0,0,0,0,0,0,0,0
NR_040609,0,0,0,0,0,0,0,0,0,0,0,0
NM_007615,1,0,15,2,2,3,0,2,292,4,2,0
NM_001165935,0,0,0,0,0,0,0,0,1,0,0,0
NR_015558,0,0,0,0,0,0,0,2,0,0,6,0
NM_001165932,0,0,0,0,0,0,0,0,0,0,0,0
NM_030188,189,223,216,163,165,85,173,201,234,122,229,243
NM_001177406_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177406_2,0,0,0,0,407,19,0,0,243,0,0,0
NM_001177406_1,363,629,356,244,413,14,0,0,184,0,75,340
NM_016775,920,867,1807,1135,1318,646,488,1295,2180,1379,1273,527
NM_029983,0,0,0,0,5,0,0,0,0,0,0,0
NM_001242407,1269,1008,870,365,877,513,1359,259,1209,0,1973,1352
NM_001146350,319,599,406,458,475,114,484,409,1521,728,1144,1443
NM_001177404_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_023815,210,189,171,142,152,70,156,141,199,103,254,189
NM_001085546,0,0,0,0,0,0,12,0,0,9,32,31
NM_028104,0,0,0,0,0,0,0,0,0,0,0,0
NM_175392,655,842,774,963,539,291,7,940,2,701,5,489
NM_028109,0,0,3,0,13,0,0,118,190,117,372,0
NM_011923,8719,8695,8808,7112,7331,4132,7411,6421,7062,5149,7314,9705
NM_175550,714,899,719,650,639,337,620,613,685,548,1161,777
NM_175551,1328,1777,1515,1180,1197,566,1275,1585,1697,1109,2318,1696
NM_146788,0,0,0,0,0,0,0,0,0,0,0,0
NM_007760,1717,1787,1497,1301,1587,704,1580,1403,1514,1048,2263,1736
NM_173734,407,453,657,290,482,528,357,412,690,327,703,578
NM_001011695,0,0,0,0,0,0,0,0,0,0,0,0
NM_146978,0,0,0,0,0,0,0,0,0,0,0,0
NM_146977,0,0,0,0,0,0,0,0,0,0,0,0
NM_146974,0,0,0,0,0,0,0,0,0,0,0,0
NM_146975,0,0,0,0,0,0,0,0,0,0,0,0
NM_146972,0,0,0,0,0,0,0,0,0,0,0,0
NM_146973,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085495,1555,1813,1612,1312,1242,729,1481,1436,1632,1223,2649,1803
NM_146971,0,0,0,0,0,0,0,0,0,0,0,0
NM_029309,0,0,0,0,0,0,0,0,7,3,7,0
NM_001199124,0,3,0,0,0,0,0,57,265,45,110,0
NM_001160410,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199123,8,3,6,9,17,3,12,87,69,74,40,5
NM_028747,0,0,0,0,0,0,0,0,0,0,0,0
NM_011699,1224,1521,1109,866,1211,556,1107,1185,1213,992,1657,1264
NM_146373,0,0,0,0,0,0,0,0,0,0,0,0
NM_146374,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011529,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039390,15,2,11,6,6,0,7,13,16,24,33,43
NM_001113214,180,513,153,258,202,117,507,108,298,293,845,537
NM_021405,0,0,0,0,0,0,0,0,0,0,0,0
NM_001113213,1121,1062,1096,984,1058,517,867,1167,1206,816,1653,963
NM_001177480_1,8,0,0,0,0,0,15,0,7,0,0,26
NM_025633,660,872,693,697,668,282,700,560,492,402,1026,655
NM_183271,0,0,0,0,0,0,0,0,0,0,0,0
NM_178375,183,173,179,145,130,50,128,142,157,83,215,173
NR_030547,0,1,1,2,0,1,1,1,1,1,1,1
NM_001290625,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290626,321,109,84,76,248,0,138,145,188,73,322,279
NM_031167,0,0,0,0,0,0,0,139,233,0,32,0
NM_007442,22,39,21,22,26,9,8,33,39,16,48,37
NM_009298,500,555,518,445,479,204,457,540,626,396,937,543
NR_039548,0,0,0,0,0,0,0,0,0,0,0,0
NM_009295,1232,1162,1184,1055,1121,498,1218,1350,1459,912,2074,1033
NM_153820,120,155,140,82,103,52,96,77,72,64,146,148
NR_039540,0,0,0,1,0,0,0,0,0,0,0,0
NM_177846,884,1209,720,659,638,465,898,561,503,325,713,910
NM_147153,277,584,412,365,271,231,764,246,213,357,716,255
NM_080854,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011836,0,0,0,0,0,0,0,0,0,0,0,0
NM_013510,0,0,0,0,0,0,0,0,0,0,0,0
NM_011521,8215,9838,7262,5601,7407,3336,7375,8380,8286,6819,17921,7347
NM_013515,655,949,812,591,553,310,643,1100,1580,777,1604,823
NM_011743,5712,5961,5328,3933,4465,2364,5132,4889,5420,3851,8650,6039
NR_105966,0,0,0,0,1,0,0,0,0,0,2,0
NR_038162,0,5,0,6,0,0,0,5,0,0,11,0
NM_207134,0,0,0,0,0,0,0,0,0,0,0,0
NM_177840,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271575,0,0,0,0,0,0,0,0,0,0,0,0
NM_177841,5,0,2,4,5,3,12,0,4,9,5,2
NM_001276425,260,291,227,177,155,91,157,314,398,221,470,246
NM_001267846,0,0,0,219,220,0,251,279,325,90,304,104
NM_001267847,0,0,0,0,0,0,0,0,0,0,0,0
NM_025983,1376,1963,1541,1241,1311,609,1542,1723,2240,1403,2673,1580
NM_001276423,336,255,233,276,315,291,216,432,155,164,663,488
NM_146792,0,0,0,0,0,0,0,0,0,0,0,0
NM_007995,0,0,0,0,0,0,0,0,0,0,0,0
NM_146790,0,0,0,0,0,0,0,0,0,0,0,0
NM_146791,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159582,449,664,350,508,570,335,468,605,0,595,815,413
NM_146794,0,0,0,0,0,0,0,0,0,0,0,0
NM_007993,55742,55749,49952,45855,58034,26572,71899,76688,92911,68310,136388,60690
NM_001166024,220,400,825,203,276,95,815,436,839,330,1452,291
NR_028422,0,0,0,0,0,0,2,0,0,0,0,0
NM_027225,318,295,249,201,239,0,241,137,288,215,414,337
NM_001025093,138,383,1,107,213,2,163,209,210,121,124,182
NM_029599,0,0,0,0,0,0,0,0,0,0,0,0
NM_001077632,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271469,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271468,300,383,332,252,148,114,262,354,443,278,585,303
NR_110359,0,0,0,0,0,0,0,0,0,0,0,0
NM_172659,0,4,6,5,0,0,0,22,33,28,90,0
NM_001110229,527,1877,1132,1382,1041,775,1238,1727,2328,489,2562,1591
NM_001271462,0,0,0,0,0,0,2,0,0,0,0,0
NM_001271461,0,1,0,0,1,0,1,0,0,0,0,339
NM_001271467,0,4,3,2,2,21,5,3,6,2,20,2
NR_110351,0,0,47,0,0,0,0,0,28,0,56,0
NR_110352,0,0,0,15,0,0,0,0,28,0,0,0
NM_019690,57,65,37,52,58,25,73,38,29,47,89,43
NM_019696,14797,20863,16038,11179,16152,5977,12697,17064,19697,11804,23095,17170
NM_027788,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177320,1508,1188,1069,0,958,277,1237,818,1094,0,0,428
NM_011355,10,11,8,0,9,3,8,16,8,16,35,5
NM_011354,5948,7267,6311,4740,5570,2675,5780,6609,8322,4635,9529,6733
NM_178607,894,971,847,635,902,381,913,763,903,638,1178,937
NM_011356,13,45,71,49,13,12,44,56,112,34,40,59
NM_008523,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289593,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163476,22,2,7,3,0,0,0,2,38,15,9,8
NM_010889,44,35,41,54,44,6,111,42,30,33,147,50
NM_001011833,0,0,0,0,0,0,0,0,0,0,0,0
NM_013731,0,0,0,0,0,0,0,0,0,0,0,0
NR_033225,601,505,409,376,411,184,338,328,206,225,411,564
NR_037271,0,0,0,0,0,0,0,0,0,0,0,0
NR_037270,0,0,0,0,0,0,1,0,0,0,0,0
NM_013735,1496,1715,1156,1095,1329,601,1311,1309,1665,949,2505,1546
NM_033615,259,431,309,201,465,195,419,169,91,63,358,479
NM_001160292,2432,1035,649,453,1184,267,2466,1246,1146,1840,1464,1541
NM_027172,27,28,31,35,36,0,22,33,31,39,44,38
NM_027175,298,378,270,200,273,100,226,257,331,214,412,294
NM_001171640,0,0,2,2,0,0,0,2,0,0,2,1
NM_001290824,268,600,385,237,349,14,706,616,721,443,484,559
NM_001290820,231,211,178,149,120,97,175,161,196,89,181,241
NM_177157,3,0,0,0,3,0,0,0,0,0,4,0
NM_009116,376,474,383,426,436,214,566,559,785,439,905,519
NM_001100415,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291065,0,0,0,0,0,0,0,0,0,0,0,0
NM_183113,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291067,8,5,3,8,7,4,6,5,3,3,6,0
NM_001291061,0,59,0,36,37,0,98,57,54,71,92,53
NM_152947,0,0,0,0,0,0,0,0,0,0,0,0
NM_028141,90,142,93,127,85,49,74,111,73,80,7,111
NM_026574,1184,1422,1193,1066,1128,516,1176,1283,1442,1082,2620,1300
NM_207706,1,2,1,1264,1,668,0,1,1,0,2,1
NM_146908,0,0,0,0,0,0,0,0,0,0,0,0
NM_027552,0,0,0,0,0,0,0,0,0,0,0,0
NM_016907,0,4,6,0,0,2,8,2,6,0,10,5
NM_025885,497,598,483,328,401,163,405,558,606,379,851,484
NM_021527,419,547,408,290,279,201,238,140,313,210,442,479
NM_021526,877,1228,906,669,859,372,923,1346,1623,1184,2409,992
NM_001024849,1053,1320,913,716,980,358,895,973,1138,772,1697,1015
NR_045729,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011825,0,0,0,0,0,0,0,0,0,0,0,0
NM_026754,0,0,0,0,0,0,0,0,0,0,0,0
NM_146944,0,0,0,0,0,0,0,0,0,0,0,0
NR_036450,862,1292,791,587,1002,305,712,819,743,712,1263,900
NM_026688,1224,1703,1377,1007,1095,503,1109,1382,1527,1019,2151,1474
NM_009608,11,0,15,17,16,6,6,3,13,0,0,15
NM_011171,85,148,170,282,178,97,181,206,173,214,396,238
NM_011170,3853,5422,4645,3740,3959,2168,4084,2979,3211,2194,4223,4813
NM_001289749,0,0,0,0,0,0,0,0,0,0,0,0
NM_130451,1119,1280,1046,847,1105,454,1040,1095,1047,737,1699,1103
NM_130452,3,2,0,0,6,0,5,0,0,3,0,4
NM_001033197,62,76,55,40,41,25,40,64,73,40,99,64
NM_001033196,2912,3026,2664,2297,2332,1096,2357,3099,3134,2893,6845,3018
NM_001177405_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177405_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177405_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_144783,8,168,36,89,156,22,49,47,166,31,49,194
NR_106125,0,1,0,1,0,0,0,0,0,0,0,0
NM_025314,535,695,550,377,515,232,490,437,460,326,701,641
NM_173030,0,0,0,0,0,0,0,0,0,0,0,0
NM_144786,81,223,178,112,95,38,89,183,198,132,341,146
NR_103465,79,115,71,81,65,23,80,94,107,90,197,83
NM_177025,54,91,151,95,15,145,9,111,53,0,72,134
NM_001083329,96,120,126,93,35,79,0,55,0,0,177,0
NM_028914,0,0,0,0,0,0,0,0,0,0,0,0
NM_178249,0,0,0,0,0,0,0,0,0,0,0,0
NM_007914,4,11,9,7,3,5,6,8,7,5,6,4
NM_009735,22949,42017,36649,24068,22158,9824,22387,91449,100558,74935,155847,35293
NM_009732,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164325,441,799,329,580,565,170,0,669,506,723,1222,1090
NM_133501,402,436,354,417,323,136,217,172,136,154,310,445
NM_133500,240,245,241,176,194,103,211,220,259,79,300,281
NM_009236,91,48,37,28,27,36,18,69,44,9,67,93
NM_001141981,693,728,548,459,659,190,677,711,764,557,915,839
NM_001083328,129,140,130,51,73,0,148,148,116,0,83,0
NM_001011759,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011758,0,0,0,0,0,0,0,0,0,0,0,0
NM_175419,331,353,284,283,232,107,252,189,244,169,515,346
NM_133763,679,751,635,550,581,262,524,634,795,512,1092,706
NM_007601,79,58,60,56,53,18,33,26,11,23,55,50
NM_001165941,5,4,170,146,0,70,7,196,174,1,298,4
NM_001165942,27,19,4,9,12,3,15,5,7,18,42,7
NM_001165943,0,0,0,0,0,0,0,0,0,0,0,0
NM_144944,0,0,0,0,0,0,0,0,0,0,0,0
NM_013554,0,0,0,0,0,0,0,0,0,0,0,0
NM_153387,823,616,698,143,613,219,374,554,780,408,342,407
NM_146884,0,0,0,0,0,0,0,0,0,0,0,0
NM_008397,78,63,21,28,21,23,23,93,42,39,190,65
NM_008395,1797,1769,1559,447,1583,764,1273,1595,1770,1598,2251,1732
NR_033447,0,0,0,1,1,0,0,0,0,0,0,0
NM_016744,0,0,0,0,0,3,0,0,691,0,0,0
NM_001146348,632,353,509,965,365,201,532,214,1088,1104,1254,1278
NM_029512,14,21,158,788,19,7,1,389,32,393,702,10
NM_203345,0,0,0,0,0,0,0,0,0,0,0,0
NM_001003960,43,13,0,35,35,8,0,0,94,0,4,4
NM_009422,560,847,903,439,597,226,475,634,708,457,1133,823
NM_009421,63,99,50,57,70,14,51,131,297,98,252,74
NM_001003963,0,24,0,0,0,0,24,0,0,23,0,0
NM_009424,942,1147,1007,715,801,420,886,862,766,630,1272,1114
NM_146895,0,0,0,0,0,0,0,0,0,0,0,0
NM_146897,0,0,0,0,0,0,0,0,0,0,0,0
NM_146896,0,0,0,0,0,0,0,0,0,0,0,0
NM_146891,0,0,0,0,0,0,0,0,0,0,0,0
NM_146893,0,0,0,0,0,0,0,0,0,0,0,0
NM_146892,0,0,0,0,0,0,0,0,0,0,0,0
NM_145760,1577,1713,1627,1298,1824,648,1566,657,2196,1207,2527,2066
NM_146899,0,0,0,0,0,0,0,0,0,0,0,0
NR_029460,481,508,489,391,314,184,350,411,467,246,638,532
NM_011917,1555,1917,1528,1120,1219,686,1405,1718,2144,1516,2946,1699
NM_001006679,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287739,1,1,1,2861,1,130,1,1968,1,1496,1,1
NM_146943,0,0,0,0,0,0,0,0,0,0,0,0
NM_146942,0,0,0,0,0,0,0,0,0,0,0,0
NM_146941,0,0,0,0,0,0,0,0,0,0,0,0
NM_146940,0,0,0,0,0,0,0,0,0,0,0,0
NM_146947,0,0,0,0,0,0,0,0,0,0,0,0
NM_146946,0,0,0,0,0,0,0,0,0,0,0,0
NM_146945,0,0,0,0,0,0,0,0,0,0,0,0
NM_025531,587,677,600,448,556,222,593,804,957,581,1303,599
NM_146949,0,0,0,0,0,0,0,0,0,0,0,0
NM_146948,0,0,0,0,0,0,0,0,0,0,0,0
NM_173749,9175,12017,11362,7856,9266,3707,8379,5100,4612,4350,7820,11001
NM_001285512,0,0,0,0,550,2,0,0,0,0,0,6
NM_001285513,0,0,0,0,0,0,0,246,223,156,260,0
NM_198005,17,21,9,41,0,21,24,14,14,9,11,12
NM_001033452,0,0,0,0,0,0,0,0,0,0,0,0
NM_198001,249,349,327,226,258,129,214,383,433,267,716,302
NM_198000,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085448,223,5,197,223,221,132,181,193,249,292,377,216
NM_001085449,775,883,625,612,469,250,647,704,654,492,1524,1011
NM_001166705,0,6,0,0,0,0,0,0,4,0,4,0
NM_178595,90,118,113,82,109,44,107,172,241,140,298,111
NM_028004,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243103,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243102,0,10,3,0,10,0,5,0,11,13,16,6
NM_001101804_2,0,0,0,0,0,0,0,0,0,0,638,0
NR_106143,0,1,1,1,0,1,0,1,1,1,1,1
NM_001011532,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011535,0,0,0,0,0,0,0,0,0,0,0,0
NM_144891,2,0,5,0,4,0,0,0,0,3,3,0
NM_001290570,0,0,0,0,0,0,0,0,0,0,0,4
NM_153155,11,7,5,8,15,10,13,4,11,4,6,7
NR_037297_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005227,0,0,0,0,0,0,0,0,0,0,0,0
NM_025626,140,176,152,152,173,101,234,170,220,161,258,213
NM_001290637,0,0,0,0,0,0,0,0,0,0,0,0
NR_040498,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290635,0,2,2,0,8,0,7,0,42,5,7,3
NM_001039087,0,0,8,0,6,0,0,0,1,0,0,0
NM_001290639,0,0,0,0,0,0,137,0,0,1,1,0
NR_040496,0,0,0,0,0,0,0,0,0,0,4,0
NM_001039086,52,80,121,60,81,56,77,67,70,69,171,130
NR_027510,160,71,162,93,136,128,75,71,107,226,166,111
NM_001290576,0,243,1,83,205,0,0,247,306,140,442,2
NR_027515,0,114,146,0,0,0,0,0,380,88,0,0
NM_025575,710,756,679,576,580,305,606,735,873,534,1136,819
NM_009936,46,42,59,57,35,23,47,36,45,48,135,46
NM_001166633,0,0,0,0,0,0,0,0,0,0,0,0
NM_175181,364,882,740,556,42,176,125,739,560,169,1438,495
NM_001024385,360,426,286,281,389,189,400,406,448,321,582,376
NM_001080708,254,289,224,246,283,103,258,188,223,150,350,251
NM_175184,1505,1499,1340,981,1278,593,1363,1239,1336,955,1922,1592
NM_178939,1152,1408,1231,915,979,447,922,1174,1218,749,1859,1361
NM_001136072,213,255,178,142,162,75,372,267,306,199,271,343
NM_001136073,99,84,44,75,76,41,81,6,50,47,98,85
NM_023684,1012,1003,840,922,876,341,724,636,622,442,1155,882
NM_024465,1751,1945,1671,1351,1580,671,1530,1464,1394,1124,2172,1965
NM_015754,1375,1720,1452,945,1181,597,1153,1138,1150,875,1613,1520
NM_010894,0,0,0,0,0,0,0,0,0,0,0,0
NM_011774,1200,1175,643,866,1088,601,1037,1021,1283,941,537,653
NM_001039560,0,0,0,0,0,0,0,0,0,0,0,0
NM_207140,0,0,0,0,0,0,0,0,0,0,0,0
NR_037312,1,1,1,1,1,1,1,1,1,1,3,1
NM_207142,9,3,7,3,5,2,4,4,4,2,4,2
NM_207149,0,0,0,0,0,0,0,0,0,0,0,0
NR_030440,1,1,0,0,0,1,0,0,0,0,1,0
NM_001252587,151,156,157,194,137,104,128,125,167,106,193,147
NM_001252585,956,499,901,567,906,802,508,1039,812,210,885,552
NM_001252584,825,1170,687,341,749,0,601,931,1119,1162,1730,1381
NM_001177550,144,169,111,84,91,33,111,123,157,90,157,127
NM_015753,3215,9690,4500,2847,2260,3381,6603,3108,4239,3080,8809,9311
NM_001252580,3,0,9,2,2,1,0,0,0,1,2,2
NM_001145854,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145857,125,267,161,108,118,89,129,162,160,127,245,167
NR_027825,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277186,46,55,363,449,44,7,45,53,51,28,71,28
NM_001166031,0,0,0,2,2,2,0,75,0,2,0,61
NM_001166033,2,2,7,0,0,0,0,7,7,0,2,5
NM_001277187,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025431,1682,1376,1081,939,1353,646,1094,1266,617,919,1861,1615
NM_010740,283,224,184,112,125,188,70,271,127,122,686,459
NM_001145863,0,0,0,0,0,0,0,0,0,0,0,0
NM_146529,0,0,0,0,0,0,0,0,0,0,0,0
NM_025631,0,0,0,0,0,0,0,0,0,0,0,0
NM_001190817,79,190,174,146,134,84,141,71,82,145,152,174
NM_001033778,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099328,0,0,0,0,0,0,0,0,2,0,2,0
NR_033495,0,0,0,0,0,0,0,0,0,0,0,0
NM_007682,5248,5350,4598,3893,4878,2042,4850,4396,5327,3905,6795,4880
NM_170593,15,11,13,7,4,13,7,31,35,34,74,29
NM_170592,477,569,429,402,403,215,423,582,615,357,865,569
NM_018753,8102,9456,7788,5484,6669,3423,7275,9271,9611,7176,14582,8740
NM_170598,474,461,413,362,415,227,292,550,736,312,995,261
NM_001099327,248,624,472,207,355,236,528,574,500,342,667,662
NM_001177313,8,3,3,3,13,16,40,10,35,10,10,59
NM_001006680,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025576,1118,1595,996,782,731,421,771,1001,964,751,1274,1322
NM_001048176,2,12,20,8,5,0,7,9,7,5,5,23
NM_001025574,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177319,509,1490,774,602,782,607,454,635,833,600,2395,1533
NR_027887,153,186,179,96,126,27,117,124,126,13,203,26
NM_146639,0,0,0,0,0,0,0,0,0,0,0,0
NM_146638,0,0,0,0,1,0,0,0,0,0,0,0
NM_181818,0,0,0,0,0,0,0,0,0,0,0,0
NM_010290,0,0,0,0,0,0,0,0,0,0,0,0
NM_183220,11,165,3,340,357,144,0,9,301,6,266,0
NM_001025377,0,0,0,0,0,0,0,0,0,0,0,0
NM_011580,143247,191759,117893,82750,109010,68191,133646,148925,159788,120208,265999,130091
NM_001025371,5,4,5,3,7,2,0,2,10,5,11,5
NM_146637,0,0,0,0,0,0,0,0,0,0,0,0
NR_033782,81,119,84,53,82,28,77,54,72,44,69,93
NM_013728,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177792,1,0,0,1,0,0,0,1,2,1,1,1
NM_001177793,31,0,0,0,24,19,59,14,24,0,0,22
NM_001177790,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177791,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265,0,0,0,0,0,0,0,0,0,0,0,0
NM_013720,2781,3351,2695,2481,2414,1338,2907,2376,2487,2127,4395,3440
NM_013721,10672,14309,12384,9651,10823,5040,11034,14854,18257,11347,22786,12972
NR_037261,0,0,0,0,0,0,0,0,0,0,0,0
NR_037263,0,0,0,0,0,0,0,0,0,0,0,0
NM_146886,0,0,0,0,0,0,0,0,0,0,0,0
NR_045533,0,1,0,3,1,0,0,0,1,0,1,0
NM_001291178,0,0,0,0,0,0,0,0,0,0,0,0
NR_045535,57,6,13,0,4,92,108,101,8,2,22,7
NM_001033451,403,398,329,336,305,169,330,382,448,309,667,391
NR_045539,0,0,0,4,1,0,0,0,0,0,2,6
NR_045538,511,350,0,0,329,0,0,0,382,0,2002,0
NM_009977,0,0,0,0,0,0,0,0,0,0,0,0
NM_139051,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290837,85,137,74,83,77,47,47,62,104,60,115,91
NM_001110497,289,406,137,182,139,0,264,252,0,202,396,250
NM_027964,0,0,0,0,0,0,0,0,0,0,0,0
NM_027961,0,0,0,0,0,0,0,0,0,0,0,0
NR_040362,3,0,0,0,0,0,2,0,0,0,0,0
NM_031373,1051,1160,1011,947,975,493,941,1800,2453,1581,3732,1123
NM_183162,3203,4225,3364,3126,2944,1519,3355,5213,5810,4047,11767,3523
NM_001283045,1,761,0,2,1,0,1,0,1,3,5,1
NM_001283046,2,1,2,0,7,182,22,10,1,1,2,0
NM_001283047,9,6,0,2,4,6,1,2,0,0,1,1
NM_001291016,29,0,25,33,0,0,0,0,0,32,46,30
NM_001291019,521,165,657,663,185,135,212,240,423,227,612,195
NM_026563,51,38,512,213,305,15,300,617,519,19,1078,786
NM_080558,1771,2065,1860,1404,1586,871,1753,1642,1805,1222,2529,2036
NM_146778,0,0,0,0,0,0,0,0,0,0,0,0
